2
/Backgrounds/Ambience
ButterflySwarm1 40x646
NPC_Head_Boss_26 30x28
Player_Hair_155 40x784
Glow_83 32x10
Projectile_344 26x78
Projectile_418 14x28
Background_191 160x96
Extra_276 40x1120
Gore_241 30x26
Item_3307 28x28
Gore_654 16x24
Item_1495 20x28
Item_2619 32x28
Item_33 30x26
Buff_265 32x32
Item_1175 32x32
Item_1756 22x14
Item_4583 32x24
Buff_57 32x32
NPC_Head_45 28x32
Projectile_449 6x10
Projectile_504 40x40
Projectile_612 52x260
Item_1940 26x26
Gore_504 36x42
Projectile_737 16x54
Background_63 160x96
Item_2357 22x18
Buff_273 32x32
Item_1255 52x28
NPC_181 34x1056
Projectile_492 26x432
Chain22 12x12
Tiles_232 234x90
MapBGOverlay1 115x65
Gore_815 30x26
Projectile_502 24x24
Item_1970 24x24
Tiles_284 234x180
NPC_620 102x1764
Item_1116 18x24
Item_611 16x16
Tiles_646 36x22
Gore_971 12x16
Gore_1065 14x40
NPC_395 42x440
Item_4104 16x26
Acc_Shoes_18 40x1120
Wall_5 468x180
Extra_185 176x1160
Glow_9 46x44
Gore_218 16x20
Cloud_24 162x72
Item_2771 34x34
Item_2697 16x16
Player_HairAlt_108 40x784
Item_1992 22x22
Background_69 160x96
Item_2489 34x32
Player_4_3 360x224
Tiles_53 288x270
Buff_99 32x32
Tiles_443 144x18
Tiles_568 36x432
Glow_79 16x28
Gore_314 46x48
Tiles_375 18x18
Background_13 1024x371
Item_5859 28x18
Background_124 160x96
Gore_131 38x12
Item_4426 34x22
Acc_HandsOn_4 40x1120
Item_5406 20x20
Item_580 20x24
Gore_1254 448x128
Gore_696 18x14
Item_5648 28x28
Item_5981 32x32
Logo 486x142
Gore_701 14x16
Item_1136 30x24
NPC_9 30x48
Item_1884 26x24
Item_3572 32x30
NPC_Head_56 32x28
Background_221 2048x1092
Projectile_608 16x16
Projectile_941 32x32
Extra_260 90x36
Wings_48 90x512
Tiles_13 162x18
Item_162 30x32
Gore_813 18x12
Item_2684 24x24
Item_3991 30x42
Item_672 40x48
NPC_404 20x22
NPC_46 48x280
Acc_Back_27 40x1120
Gore_1355 28x28
Item_4375 26x24
Projectile_369 22x70
Item_6014 38x26
Chain9 12x12
Item_208 24x24
Item_1891 24x24
Mount_Unicorn 126x1312
Glow_374 36x36
Projectile_969 62x528
Tiles_494 16x16
Item_542 24x8
Item_6105 38x26
Tree_Branches_22 84x126
Glow_39 38x18
Item_295 20x30
Item_3172 16x12
Wings_47 120x1034
Item_1323 24x38
Tiles_508 234x720
Item_1568 22x18
Item_2430 34x26
NPC_155 90x676
Item_4327 32x32
Item_1342 8x12
Item_743 42x40
Armor_Head_133 40x1120
NPC_Head_62 28x26
Projectile_558 10x10
Item_2037 16x32
Item_2569 26x34
Item_2673 26x24
Item_5688 38x36
Item_3190 16x24
Gore_917 384x112
Item_1371 32x32
Item_3027 16x24
Gore_805 16x18
Wall_341 468x180
Tiles_718 288x270
Wall_71 468x180
Gore_1381 10x14
Armor_Legs_77 40x1120
Buff_200 32x32
Item_3223 26x28
Item_5964 18x32
Item_5395 16x16
Projectile_881 36x456
Tiles_65 288x270
Item_713 12x20
Item_4596 30x22
Item_2135 22x30
Item_232 26x18
Item_1820 32x44
Extra_61 14x30
Item_640 30x22
Armor_Head_105 40x1118
Projectile_7 30x32
Item_5129 42x42
Item_2790 24x24
Item_719 16x16
NPC_630 40x896
Item_1942 22x18
Projectile_943 32x32
Extra_140 64x34
Armor_Head_185 40x1120
Armor_Legs_154 40x1120
Item_1598 32x20
Tiles_675 234x180
Item_4266 32x30
Item_3601 40x40
Item_5498 12x28
Tiles_121 288x270
Item_3977 26x34
Item_5726 24x16
Item_4361 16x10
Gore_1007 14x144
Item_1381 24x24
Item_2454 34x34
Item_5086 22x32
Gore_117 34x32
Gore_916 448x112
Item_1412 18x32
Item_2070 34x20
Item_2335 34x34
Buff_160 32x32
Gore_8 46x32
Item_2433 24x24
Item_471 24x34
Item_4920 32x42
Extra_211 104x24
Gore_1144 10x12
Item_5369 24x24
Gore_519 100x90
Item_6144 32x24
Item_4990 32x20
Item_5550 26x34
Item_2156 32x22
Gore_412 20x20
Item_3622 24x14
Item_6006 14x28
Item_900 30x32
Glow_196 54x50
Item_4627 28x28
Item_51 14x32
Gore_849 22x16
NPC_456 80x104
Item_5597 36x38
Item_334 36x24
Item_5694 16x16
Glow_232 94x294
Item_1087 22x20
Item_4482 20x28
Item_5240 50x34
NPC_556 46x986
Item_2647 10x30
NPC_576 1162x1740
NPC_69 36x200
NPC_Head_Boss_27 26x30
Background_111 1024x600
Buff_338 32x32
Extra_192 256x256
Item_3896 32x32
Projectile_80 16x16
SunAltar 54x36
Tiles_482 288x270
Inventory_Back20 52x52
Chains_13 14x18
Item_4419 28x20
Item_977 26x28
Glow_10 38x38
Item_6095 14x34
NPC_264 29x164
Player_HairAlt_93 40x784
Gore_877 12x18
Item_143 16x16
Background_226 1024x533
Acc_Balloon_1 52x224
Item_2933 12x28
Item_2996 18x30
Item_3371 32x20
Item_1526 24x32
Item_3633 16x16
Item_2170 24x24
Gore_1352 38x24
Armor_Head_214 40x1120
Item_1861 30x34
Item_4191 20x28
Item_4320 32x26
Player_Hair_108 40x784
Projectile_1086 24x30
Projectile_83 2x60
Tiles_16 72x20
Projectile_97 100x100
Wall_37 468x180
Wings_17 86x248
NPC_27 40x896
Gore_892 58x30
Projectile_456 22x96
Tiles_403 288x270
Glow_270 36x432
Armor_Head_279 40x1120
Gore_733 28x24
Item_3493 38x38
Armor_Head_139 40x1120
Armor_Head_6 40x1118
Item_2540 26x32
Item_3022 26x32
Gore_151 22x24
Item_5855 16x28
NPC_119 18x30
ItemFlame_431 14x16
Armor_Head_248 40x1120
Item_4978 24x30
Item_5565 32x22
Item_4335 26x24
Item_2598 20x30
Item_308 22x18
Item_4389 20x18
NPC_434 88x476
Tiles_492 288x396
Item_4876 30x42
NPC_615 66x210
Item_1990 18x32
Tiles_562 288x270
Gore_1399 80x90
Tiles_557 234x90
Item_4310 34x20
Gore_301 20x14
Item_3592 32x30
Gore_1238 16x24
Item_3062 26x26
Extra_264 40x280
Item_5042 32x78
Item_1387 26x16
Extra_258 14x14
Gore_1383 18x300
ItemFlame_1245 14x16
Item_1013 16x24
Item_3334 20x22
Item_5464 48x30
Item_5625 32x26
Item_6084 32x22
Item_675 48x56
NPC_461 46x1050
Item_760 52x26
Gore_1328 28x30
Player_HairAlt_97 40x784
Projectile_1075 48x48
Item_3358 32x34
Projectile_271 20x22
Item_1995 26x26
Gore_927 22x26
Item_31 20x26
Buff_66 32x32
Tiles_64 288x270
Tiles_734 288x270
Armor_Legs_165 40x1120
Extra_280 64x64
Item_2727 24x34
NPC_674 46x240
Wall_216 468x180
Item_1586 34x32
Item_21 30x24
Wall_275 468x180
Wall_335 468x180
Armor_Legs_159 40x1120
Item_2460 34x34
Buff_353 32x32
Wall_32 468x180
Item_2870 16x24
Mount_MinecartMineCarp 50x102
NPC_422 174x364
Wall_347 468x1440
Item_5955 36x18
Wall_364 468x180
Player_Hair_156 40x784
Glow_366 120x1034
Tiles_317 36x360
Item_3406 12x28
Item_4333 32x32
Buff_227 32x32
MapBG20 115x61
Extra_119 50x102
Gore_215 16x18
Tiles_167 288x270
Item_694 30x18
Item_3419 12x28
Item_4600 32x36
Player_10_9 360x224
Wings_30 86x248
Armor_Head_13 40x1118
Item_2740 32x22
Buff_361 32x32
Item_2755 18x20
Item_251 28x14
Item_941 22x36
Gore_858 48x62
Item_2078 30x22
Item_298 20x30
Item_3255 32x32
Item_3009 14x28
Item_5644 24x234
Gore_583 58x26
Item_2522 22x30
Item_84 26x32
NPC_311 42x840
Item_4331 32x32
Item_2162 34x32
Item_4459 26x20
Player_HairAlt_208 40x784
Player_Hair_113 40x784
Inventory_Back3 52x52
Projectile_770 272x68
Projectile_988 30x30
Gore_974 30x40
Item_3225 22x28
Item_2219 34x34
LiquidSlope_9 72x16
Tiles_56 288x270
Projectile_711 34x90
Wings_13 86x248
Item_1210 22x24
Item_1823 22x14
Projectile_440 6x10
Buff_16 32x32
Tiles_745 234x180
Item_484 58x58
Gore_957 26x22
Acc_Neck_4 40x1120
Armor_Legs_45 40x1120
Background_340 1024x720
Gore_713 18x300
Item_3975 32x18
Wall_344 468x180
MapBG15 115x65
Item_2307 34x34
Item_2703 24x34
Tiles_27 108x148
Item_4728 28x28
Tiles_100 142x2016
Item_635 32x18
Gore_1350 24x22
Item_571 30x20
Chain13 10x18
Item_639 30x22
Item_920 34x22
Armor_Legs_97 40x1120
Player_HairAlt_190 40x784
Item_1287 34x28
Item_4163 32x18
Item_32 30x22
Item_1129 32x32
Extra_88 38x14
Background_254 1024x699
Item_3066 16x16
Background_295 192x96
Item_2725 24x34
Item_1549 34x24
Item_553 22x22
Gore_647 22x26
Item_5941 18x32
Item_1340 22x30
Armor_Legs_121 40x1120
Item_2731 24x34
Gore_933 26x24
Item_3664 32x14
Mount_Slime 58x192
Player_3_11 40x1120
Projectile_1010 8x20
Tiles_571 360x18
Item_2205 24x38
Glow_14 40x1120
Projectile_373 44x114
Gore_480 50x56
NPC_388 66x72
MapBGOverlay7 115x65
Projectile_244 54x156
Item_4592 30x22
Item_948 28x40
Inventory_Back16 52x52
Item_2079 30x22
Background_291 192x96
Inventory_Tick_On 16x12
Item_3312 26x30
Item_5089 34x26
Item_673 32x18
Tiles_730 234x90
Projectile_374 10x18
Tiles_455 54x378
Armor_Head_145 40x1120
Chains_9 14x18
Player_HairAlt_20 40x784
Projectile_764 10x6
Item_2469 34x34
Flame_9 54x378
Buff_297 32x32
Item_473 24x30
Gore_736 16x12
Moon_Smiley 56x66
Projectile_438 6x46
Tiles_125 34x34
Waterfall_17 512x40
Gore_157 26x34
Gore_687 44x42
Item_3114 14x16
Item_5468 28x28
Item_6125 24x16
Tree_Tops_19 1098x142
Item_3413 12x28
Item_4659 20x30
Item_746 24x24
Item_269 30x28
Armor_Legs_251 40x1120
Item_1535 16x30
Item_4135 20x8
Item_5168 16x28
Gore_415 64x64
Item_6101 16x32
Item_3543 48x48
Item_4364 34x32
NPC_67 44x272
Projectile_918 120x24
Buff_381 32x32
Item_5851 30x22
Extra_262 4x36
Gore_188 32x36
Gore_778 22x36
Item_1857 24x26
Background_188 160x96
Item_2449 32x32
Gore_477 56x58
Item_2877 16x24
Armor_Legs_194 40x1120
Item_2959 12x28
Item_4911 38x36
Background_91 1024x435
NPC_185 34x432
Gore_869 10x20
Item_4870 16x32
Item_4854 22x22
Glow_13 40x1120
Wall_142 468x180
Gore_426 10x10
Gore_308 38x32
Armor_Legs_188 40x1120
Item_1248 30x30
Item_3715 24x40
Item_2903 12x28
Item_4546 14x30
Item_4496 24x24
Item_2746 40x40
Armor_Head_204 40x1120
Background_149 160x96
Item_3241 20x28
Item_5361 28x32
NPC_357 14x16
Player_HairAlt_148 40x784
Armor_Head_289 40x1118
Armor_Head_94 40x1118
NPC_163 88x240
Player_Hair_22 40x784
Item_4949 38x50
Projectile_718 48x28
Item_621 24x22
Glow_1 54x54
Background_302 2048x1600
Background_181 1024x699
Item_5820 32x22
Item_90 22x20
Item_2035 16x30
NPC_178 40x1334
NPC_Head_67 26x40
Projectile_569 32x32
Projectile_738 16x54
Gore_326 22x42
Item_2853 24x30
Gore_224 30x50
Item_1304 38x40
Tiles_222 288x270
NPC_259 28x128
Tiles_248 288x270
Item_5854 38x26
Item_4183 30x22
Player_HairAlt_16 40x784
Gore_265 34x14
Item_1842 26x24
Item_2122 32x28
Acc_Front_6 40x1120
Item_5371 24x24
Tiles_133 106x228
Gore_96 26x18
Item_1476 20x30
Item_1589 16x16
Item_4567 36x22
Item_579 56x18
Tiles_23 288x396
Wall_235 468x180
Item_3368 32x32
Item_4988 22x26
Gore_285 16x18
Projectile_1044 1x1
NPC_Head_36 22x22
Tiles_407 288x270
Item_3708 24x36
Item_77 22x18
Wall_77 468x180
Item_3750 28x28
NPC_Head_12 32x30
Gore_400 42x80
Item_2283 34x28
Item_3014 38x38
Item_5743 16x18
Player_Hair_119 40x784
Item_3180 32x30
Tiles_672 234x180
Item_219 42x30
NPC_503 40x594
Frozen 56x56
Projectile_614 18x80
Tree_Tops_30 360x98
Item_5405 20x20
Glow_215 360x486
Projectile_601 20x38
Wall_162 468x180
Gore_1212 18x20
Item_1163 30x28
Item_2065 30x30
Extra_303 60x108
Wall_228 468x180
Gore_545 18x18
Item_289 12x30
Player_Hair_35 40x784
Item_5673 12x28
Tiles_658 36x1620
Item_2981 12x28
Item_3937 16x32
Item_5622 16x16
Projectile_1083 34x34
Item_2692 16x16
Armor_Head_56 40x1118
Item_5804 30x32
Item_3471 26x26
Item_1793 20x34
Item_1674 12x28
NPC_482 48x1120
Tiles_142 36x36
Armor_Head_26 40x1118
Gore_686 26x22
Item_5807 18x32
Item_2204 28x28
Item_2913 12x28
Buff_295 32x32
Gore_259 18x16
Glow_286 50x192
Item_5656 28x22
Item_973 16x32
Item_987 20x26
Projectile_183 14x22
Wall_151 468x180
SantaTank 126x1440
Item_3127 26x34
Wall_233 468x180
Item_3861 36x32
Item_3764 56x56
Item_4433 14x32
Item_1222 42x34
Item_134 16x16
Item_4776 16x16
Buff_224 32x32
Item_6015 32x22
Projectile_195 10x42
Item_2944 12x28
Extra_290 24x96
Projectile_4 14x32
Gore_337 12x18
Armor_Head_149 40x1120
Item_4778 16x24
Item_2389 38x26
Armor_Head_102 40x1120
Armor_Legs_39 40x1120
Gore_549 20x16
Item_4395 26x34
Logo5 486x142
Item_1240 24x32
Item_3373 24x26
NPC_641 50x192
Player_HairAlt_84 40x784
NPC_305 44x420
Player_Hair_136 40x784
Item_5956 32x18
Tiles_587 176x264
NPC_136 50x102
Item_3707 24x10
Projectile_597 16x16
Gore_233 24x22
Item_4691 32x18
Item_6073 30x32
Item_343 30x28
Item_2436 18x18
Item_3652 24x26
Extra_143 40x1120
Armor_Legs_62 40x1120
Extra_26 46x328
Item_1339 24x24
Item_5934 24x32
Item_842 18x18
Extra_55 68x384
Gore_47 16x14
Player_HairAlt_43 40x784
Cloud_36 168x132
Tiles_372 36x22
Item_3344 24x24
Gore_608 28x20
Item_1931 58x58
Item_2622 28x30
Item_309 22x18
Projectile_319 60x506
Projectile_479 14x30
Item_4035 34x84
Item_2020 22x28
Projectile_494 32x32
Projectile_297 1x1
Tiles_601 108x1188
Wall_302 468x180
Armor_Legs_211 40x1120
Item_832 32x32
Chains_7 16x8
Item_2541 28x30
Gore_1235 16x16
MapBG33 115x65
Item_4644 16x18
Projectile_338 22x32
Glow_272 80x420
Item_3152 34x22
Wall_80 468x180
Item_4787 30x34
NPC_38 52x1400
Item_1053 16x24
Projectile_1041 200x384
Projectile_576 2x42
Item_3754 16x16
Gore_1339 22x32
Item_3072 32x32
Gore_989 22x22
Item_2546 16x32
Projectile_1059 48x48
Projectile_853 512x132
Player_Hair_204 40x784
Wall_261 468x180
Gore_1269 28x18
Gore_19 22x38
Item_2437 18x18
Item_2991 12x28
Glow_210 40x1120
NPC_162 40x840
NPC_360 42x144
Item_5826 32x28
Gore_129 20x18
Tiles_235 52x70
Armor_Legs_86 40x1120
Armor_Legs_81 40x1120
Item_3332 32x32
Tiles_418 288x270
Glow_284 94x1376
Player_Hair_85 40x784
Wall_357 468x1440
Item_2831 26x30
Item_4269 40x40
Gore_1229 24x16
Armor_Head_18 40x1118
Background_315 2048x1200
Armor_Legs_67 40x1120
Item_2415 38x24
Item_3795 32x18
Gore_351 32x30
NPC_518 128x680
Item_5222 32x30
NPC_536 34x156
Tiles_314 144x144
Wall_134 468x180
FlameRing 400x1200
Projectile_640 6x46
Buff_35 32x32
Glow_51 36x88
Item_2488 34x34
Gore_206 34x22
Item_882 32x32
Buff_181 32x32
Item_1720 48x24
Item_1711 18x32
Gore_931 20x20
Extra_212 44x320
Item_4387 14x16
Item_1031 16x24
Item_468 24x22
Gem_6 40x40
Item_156 30x28
Player_HairAlt_199 40x784
Item_5092 36x102
Item_4510 24x24
Item_3350 28x18
NPC_Head_70 26x30
Gore_1013 71x44
Gore_1208 12x56
Flame_1 36x1412
Item_88 22x16
Item_75 22x208
Item_4536 24x24
MapBG37 115x65
Item_2574 32x28
Item_388 50x18
Projectile_239 2x40
Armor_Head_159 40x1120
Item_1934 22x18
Item_4800 24x32
NPC_588_Alt_1 42x1400
Item_1093 22x20
Tiles_292 36x576
Item_5197 32x30
Gore_819 50x54
Item_1159 20x28
Item_3827 76x74
Item_4705 30x20
Armor_Head_75 40x1120
Gore_737 26x22
Arm_Bone 26x98
Item_130 24x24
Item_1830 30x28
Item_340 12x28
Item_5133 34x32
Item_1521 18x30
Item_6044 36x18
Tiles_172 72x2014
Item_1918 38x38
Gore_230 32x46
Gore_353 24x16
Armor_Head_104 40x1118
Item_2485 34x34
Glow_242 40x1120
Item_2733 24x34
Item_3044 32x32
Item_572 30x28
NPC_261 12x18
House_2 22x24
Item_1137 18x32
Item_2473 34x34
Item_2278 34x34
Liquid_3 306x16
Background_239 1024x533
Item_2560 14x34
Armor_Legs_209 40x1120
Projectile_567 14x14
Player_Hair_55 40x784
Item_4155 18x32
Player_Hair_10 40x784
Tiles_183 288x396
Gore_90 46x34
NPC_25 16x16
Item_2724 24x34
CageTop_2 108x10
Glow_114 144x38
Background_163 160x16
Item_367 38x38
Item_4069 24x96
Item_4415 18x32
Item_70 32x32
Map 928x248
NPC_349 66x784
Item_1953 24x24
NPC_569 68x918
NPC_652 48x280
NPC_Head_Boss_6 30x30
Gore_38 16x16
Armor_Legs_225 40x1120
Projectile_187 16x16
Projectile_595 68x1792
NPC_229_Alt_1 40x1456
Tiles_2 288x1980
Item_1420 28x28
Item_1606 32x20
Projectile_156 40x40
Tiles_209 360x486
Tiles_231 54x378
Tiles_490 36x432
Tiles_701 26x36
Tiles_408 288x270
Armor_Legs_220 40x1120
Item_1490 48x32
Item_1855 34x32
Acc_Back_33 40x1120
Item_3880 22x22
Player_HairAlt_125 40x784
Player_Hair_212 40x784
Projectile_281 28x28
Projectile_618 14x20
jellyfishBowl1 36x360
Tiles_91 1998x162
Item_287 10x24
Glow_266 22x168
Item_1558 34x24
Item_206 24x22
Item_3970 16x32
Tiles_329 234x720
DukeFishron 202x1298
Gore_548 18x16
Tiles_727 234x90
Buff_231 32x32
Armor_Legs_245 40x1120
Item_1773 28x28
Item_3961 30x32
logo_5 800x600
Tiles_509 36x486
Wall_47 468x180
Item_1119 24x24
Item_1594 24x24
Item_2899 12x28
Item_4328 32x32
Item_4763 34x26
Extra_172 138x576
Glow_139 70x370
Item_4038 30x36
Item_3536 22x32
Item_5566 32x18
Player_Hair_179 40x784
Projectile_255 8x8
Item_5852 24x16
Item_2717 24x34
Projectile_984 170x680
Background_102 1024x546
Item_1722 32x22
Item_718 16x16
NPC_621 38x74
Item_5790 32x22
Projectile_787 16x30
Wall_326 468x252
NPC_Head_40 16x24
Acc_Back_11 40x1120
Item_5293 14x16
Waterfall_2 512x40
Wings_22 70x210
Item_3712 24x40
Glow_211 40x1120
Extra_81 532x1940
NPC_428 44x170
Buff_368 32x32
Gore_944 38x28
Item_1763 20x20
Item_2828 28x30
Item_135 24x24
Item_1712 18x32
Item_4239 16x16
Projectile_482 38x38
Wall_31 468x180
Item_5769 30x22
Wall_64 468x180
Gore_618 40x16
Armor_Legs_180 40x1120
Glow_128 48x1008
Item_3256 32x32
Gore_41 14x16
Item_4516 24x24
Item_2476 34x34
Wings_11 86x248
NPC_76 58x176
Item_1609 30x32
Item_2459 34x34
Item_2777 56x48
Armor_Legs_30 40x1120
Item_4394 34x30
Item_6005 32x26
Item_5010 26x28
Projectile_839 456x78
Item_2749 34x34
Projectile_232 22x16
Item_4102 16x28
NPC_578 48x160
Projectile_968 16x432
Item_1959 32x34
Item_5588 24x20
Item_834 16x16
Player_Hair_168 40x784
Item_5315 32x32
Extra_291 24x96
Armor_Head_290 40x1120
Gore_1023 44x38
Item_4042 30x28
Item_4953 28x70
Player_Hair_191 40x784
Gore_253 20x18
Sun2 64x64
Tiles_138 36x38
Cloud_32 102x78
Gore_1223 28x26
Item_5072 22x18
Wings_44 86x434
Item_4889 34x32
Extra_50 60x60
Extra_15 128x426
Tiles_15 72x2038
NPC_54 48x1334
Item_5175 16x34
Item_1188 40x40
Armor_Legs_234 40x1120
Item_2531 30x22
Item_3465 48x44
Gore_1313 14x14
Gore_46 20x14
Item_4711 38x38
Player_Hair_148 40x784
Projectile_880 34x256
Player_HairAlt_58 40x784
Tiles_659 288x270
Item_4232 16x16
Gore_1173 44x30
Item_2632 32x18
Ghost 34x176
Item_2998 28x28
Armor_Head_88 40x1118
Item_3917 30x32
Item_4260 24x24
Player_Hair_176 40x784
Gore_761 16x16
Item_117 30x24
Armor_Legs_37 40x1120
Item_1551 32x32
Item_2274 14x16
Item_3142 34x30
Item_55 18x32
NPC_481 40x1254
Item_1097 22x20
Projectile_1096 130x888
Chain37 10x16
Gore_550 26x20
Item_1044 16x24
NPC_501 40x594
Projectile_885 34x380
Armor_Legs_105 40x1120
Item_3955 16x16
Item_3436 12x28
Player_0_11 40x1120
Gore_765 16x16
Projectile_926 34x34
Tiles_166 288x270
Background_77 160x16
Wings_21 86x248
Gore_1400 54x38
Projectile_148 16x16
Item_5457 14x22
Projectile_707 92x96
NPC_546 42x42
Item_7 38x38
NPC_412 44x60
Item_1017 16x24
Gore_914 384x112
Gore_536 14x16
Item_2383 30x22
Tiles_73 810x34
Glow_127 242x216
Item_2869 16x24
Item_3099 28x32
Item_784 12x14
Item_5258 30x20
Armor_Legs_215 40x1120
Armor_Head_106 40x1120
Cloud_28 168x184
Item_4616 16x102
Item_5611 18x32
MapBG29 115x65
Gore_838 20x18
NPC_186 34x144
Item_5799 32x22
Acc_Balloon_5 52x224
Item_4230 16x16
Projectile_105 116x116
Glow_246 40x1120
Item_2304 34x34
Item_4863 16x36
Item_5536 56x56
Player_HairAlt_132 40x784
Projectile_1026 30x72
Gore_66 16x16
Projectile_742 8x8
Player_HairAlt_63 40x784
Tiles_298 54x864
Wall_232 468x180
Waterfall_5 512x40
Item_5050 26x18
Extra_115 50x102
Item_2527 30x22
Gore_873 10x20
Item_933 32x32
Item_177 18x18
Item_5636 50x34
Item_382 30x24
Item_5951 30x18
Wall_266 468x180
Gore_506 32x38
Tiles_340 234x360
Wall_34 468x180
Tiles_481 288x270
Wires4 90x72
Item_6115 16x16
Gore_382 56x66
Item_5969 32x32
Item_3852 42x40
NPC_68 80x102
NPC_Head_35 22x18
Tiles_716 36x38
Item_4019 30x60
Item_1478 20x30
Wings_6 86x248
Item_814 30x18
Glow_376 360x224
Item_3957 24x16
Item_618 24x24
Armor_Legs_122 40x1120
Tiles_153 288x270
Item_4571 12x20
Projectile_1058 30x32
Background_32 160x96
Armor_Legs_78 40x1120
Gore_20 20x34
Item_4186 16x28
Wall_274 468x252
Gore_203 20x12
Item_2009 24x24
Background_212 1024x533
Item_1403 30x22
Item_3863 32x30
Background_330 1024x760
Item_3313 30x30
Item_1969 16x24
Item_357 30x72
Item_4345 24x34
Item_4641 16x18
Item_4938 38x50
Item_5169 30x16
Item_3899 20x32
Item_5589 28x18
Moon_5 50x400
Item_1760 34x28
Item_3400 12x28
Item_3506 32x28
Extra_5 28x42
NPC_589 62x624
Item_932 40x40
NPC_Head_Boss_18 26x30
Player_0_15 40x168
Item_1794 32x24
Background_272 2048x1200
Gore_1076 24x30
Item_229 26x18
Item_5962 32x26
NPC_555 46x986
Player_3_14 40x1120
Glow_178 38x38
Item_1698 12x28
Player_HairAlt_127 40x784
Player_Hair_23 40x784
Item_1231 56x30
NPC_Head_58 20x24
Item_660 40x40
Item_3389 30x26
Gore_780 24x18
Item_643 30x22
NPC_230 25x180
Player_6_13 360x224
Player_Hair_123 40x784
Item_4580 24x14
NPC_148 28x504
Projectile_796 16x30
Tiles_219 54x540
Gore_750 30x24
Buff_291 32x32
Gore_1039 16x16
Item_1473 32x26
Item_3441 12x28
Item_4945 30x50
Item_5786 18x32
Item_6037 38x24
NPC_409 46x420
Gore_1384 22x16
Item_5138 18x18
Item_1899 34x28
NPC_527 36x416
Projectile_1002 64x64
Tiles_326 234x720
Item_409 16x16
Item_1684 12x28
Item_2549 24x14
Item_2552 34x16
Projectile_53 22x6
NPC_Head_Boss_28 26x30
Text_Back 500x32
Item_5119 34x46
Item_3183 44x48
Glow_308 40x1120
Gore_1095 28x22
Item_5775 32x18
Armor_Head_24 40x1118
Armor_Legs_223 40x1120
Player_Hair_166 40x784
Armor_Legs_46 40x1120
Item_293 20x30
Item_5470 26x28
Item_5365 24x24
Item_4984 22x18
Item_4692 32x18
MapBG14 115x65
Player_Hair_92 40x784
Projectile_325 14x38
Projectile_328 6x12
Tiles_431 234x90
Tiles_488 54x38
Tiles_748 234x720
MapBGOverlay8 115x65
Item_3612 28x30
Background_36 1024x435
NPC_393 54x576
Buff_171 32x32
Projectile_616 14x20
Item_3751 24x24
Background_29 1024x346
Item_4469 34x22
Item_5674 16x16
Item_3122 32x30
Item_994 32x28
NPC_375 38x144
Tiles_353 234x90
Gore_983 26x22
Item_518 28x32
Item_747 24x24
Item_3546 34x22
Glow_164 100x912
Player_Hair_177 40x784
Projectile_377 66x450
Tiles_733 108x54
Wall_23 468x180
Wall_259 468x180
Chains_8 12x16
Gore_1079 100x42
Dest1 50x102
Gore_672 20x24
Projectile_207 2x20
Tiles_525 36x504
Item_1310 14x24
Player_HairAlt_197 40x784
Tiles_618 234x180
Tiles_690 288x270
Wall_222 468x180
Wall_185 468x252
Item_1178 26x20
Item_2586 16x22
Gore_730 26x24
Item_3254 32x32
Item_486 12x28
Gore_113 18x40
Item_4027 24x126
Item_638 30x22
MapBG22 115x65
Projectile_631 14x32
Item_4977 12x28
Armor_Head_161 40x1120
Glow_143 174x364
Gore_45 26x30
Item_3080 30x18
Item_5372 24x24
Buff_352 32x32
Gore_922 384x112
Item_1164 30x28
Item_412 16x16
Item_5418 24x24
Item_3943 16x32
Gore_345 30x26
Projectile_380 40x128
Tiles_572 72x216
Wall_154 468x180
Buff_306 32x32
Item_1434 50x34
Wall_328 468x252
Wall_6 468x180
Glow_59 54x34
Item_4541 12x30
Gore_810 18x26
Item_776 36x36
Tiles_173 70x34
Wall_87 468x180
Item_1492 48x32
Item_5696 26x24
Projectile_124 16x16
Tiles_622 36x36
Gore_1055 30x34
Gore_806 26x16
Item_6081 24x18
Gore_712 18x300
Player_HairAlt_19 40x784
NPC_655 42x144
Armor_Legs_139 40x1120
Gore_1359 18x8
Item_456 24x34
Item_378 28x18
Item_5711 24x24
Item_3002 18x18
Gore_173 12x16
Buff_364 32x32
Buff_6 32x32
Player_2_13 360x224
Item_5624 22x22
NPC_207 40x1600
Item_1142 32x28
Item_3193 20x16
Buff_324 32x32
Item_1570 34x38
Item_5417 16x16
Tiles_282 36x612
Item_2666 26x30
Glow_115 54x70
Mount_UFO 78x368
Projectile_833 54x360
Glow_353 72x72
Wall_196 468x180
Item_1309 26x34
Item_4101 16x28
Item_836 16x16
Item_5478 40x40
Gore_238 24x28
Item_995 38x26
MapBGOverlay3 115x65
Projectile_1098 82x506
Projectile_2 14x32
Item_247 28x18
Item_5017 32x22
Projectile_5 14x32
Gore_1307 16x18
Glow_309 252x224
Player_Hair_223 40x784
Item_440 24x26
Projectile_994 40x672
Buff_371 32x32
Item_4247 24x24
Tiles_374 18x18
Buff_115 32x32
Item_4522 24x24
Armor_Head_200 40x1120
